ID,DESCRIPTION,Attribut1,Rated Current (A),Rated Voltage (V),Rated Voltage (VDC),Rated Breaking Capacity (A),Mounting,Application
A1690,"AmpShield Electric Fuse, Time Lag Blow, 25A, 300VAC, 250VDC, 10000A (IR), Surface Mount",Time Lag Blow,25A,300V,250V,10000A,Surface Mount,Industrial
A1691,"ProtecTech Electric Fuse, Fast Blow, 25A, 63VAC, 60VDC, 200A (IR), Surface Mount",Fast Blow,25A,63V,60V,200A,Surface Mount,Industrial
A1692,"AmpShield Electric Fuse, Resettable, 30A, 250VAC, 60VDC, 50A (IR), Surface Mount",Resettable,30A,250V,60V,50A,Surface Mount,Industrial
A1693,"ProtecTech Electric Fuse, Resettable, 1A, 125VAC, 250VDC, 10000A (IR), Panel Mount",Resettable,1A,125V,250V,10000A,Panel Mount,Telecom
A1694,"AmpShield Electric Fuse, Fast Blow, 3A, 400VAC, 60VDC, 100A (IR), Blade",Fast Blow,3A,400V,60V,100A,Blade,Power Supply
A1695,"ProtecTech Electric Fuse, Time Lag Blow, 3A, 63VAC, 24VDC, 1500A (IR), Panel Mount",Time Lag Blow,3A,63V,24V,1500A,Panel Mount,Consumer Electronics
A1696,"Indicators PN Electric Fuse, Slow Blow, 7A, 250VAC, 150VDC, 100A (IR), Cartridge",Slow Blow,7A,250V,150V,100A,Cartridge,Automotive
A1697,"CircuitSafe Electric Fuse, PTC, 25A, 63VAC, 125VDC, 10000A (IR), Through Hole",PTC,25A,63V,125V,10000A,Through Hole,Power Supply
A1698,"Indicators PN Electric Fuse, HRC, 15A, 400VAC, 48VDC, 100A (IR), Blade",HRC,15A,400V,48V,100A,Blade,Consumer Electronics
A1699,"Indicators PN Electric Fuse, Time Lag Blow, 0.5A, 250VAC, 24VDC, 50A (IR), Cartridge",Time Lag Blow,0.5A,250V,24V,50A,Cartridge,Power Supply
A1700,"Indicators PN Electric Fuse, Slow Blow, 10A, 125VAC, 24VDC, 200A (IR), Cartridge",Slow Blow,10A,125V,24V,200A,Cartridge,Automotive
A1701,"Indicators PN Electric Fuse, Time Lag Blow, 1.5A, 125VAC, 60VDC, 1500A (IR), Panel Mount",Time Lag Blow,1.5A,125V,60V,1500A,Panel Mount,Industrial
A1702,"Indicators PN Electric Fuse, Resettable, 3A, 63VAC, 250VDC, 50A (IR), Blade",Resettable,3A,63V,250V,50A,Blade,Power Supply
A1703,"AmpShield Electric Fuse, Time Lag Blow, 2A, 32VAC, 125VDC, 100A (IR), Through Hole",Time Lag Blow,2A,32V,125V,100A,Through Hole,Telecom
A1704,"ProtecTech Electric Fuse, PTC, 1A, 125VAC, 60VDC, 1500A (IR), Cartridge",PTC,1A,125V,60V,1500A,Cartridge,Industrial
A1705,"Voltguard Electric Fuse, PTC, 25A, 125VAC, 150VDC, 50A (IR), Through Hole",PTC,25A,125V,150V,50A,Through Hole,Consumer Electronics
A1706,"ProtecTech Electric Fuse, PTC, 15A, 63VAC, 60VDC, 100A (IR), Surface Mount",PTC,15A,63V,60V,100A,Surface Mount,Consumer Electronics
A1707,"Voltguard Electric Fuse, Resettable, 10A, 300VAC, 48VDC, 200A (IR), Blade",Resettable,10A,300V,48V,200A,Blade,Automotive
A1708,"CircuitSafe Electric Fuse, HRC, 10A, 400VAC, 60VDC, 1500A (IR), Cartridge",HRC,10A,400V,60V,1500A,Cartridge,Telecom
A1709,"Indicators PN Electric Fuse, PTC, 10A, 250VAC, 125VDC, 200A (IR), Surface Mount",PTC,10A,250V,125V,200A,Surface Mount,Power Supply
A1710,"ProtecTech Electric Fuse, PTC, 1A, 63VAC, 150VDC, 100A (IR), Through Hole",PTC,1A,63V,150V,100A,Through Hole,Power Supply
A1711,"AmpShield Electric Fuse, Time Lag Blow, 1.5A, 300VAC, 150VDC, 1500A (IR), Cartridge",Time Lag Blow,1.5A,300V,150V,1500A,Cartridge,Automotive
A1712,"Indicators PN Electric Fuse, Fast Blow, 7A, 400VAC, 24VDC, 200A (IR), Panel Mount",Fast Blow,7A,400V,24V,200A,Panel Mount,Telecom
A1713,"Indicators PN Electric Fuse, Slow Blow, 0.5A, 125VAC, 250VDC, 35A (IR), Cartridge",Slow Blow,0.5A,125V,250V,35A,Cartridge,Power Supply
A1714,"ProtecTech Electric Fuse, Time Lag Blow, 20A, 250VAC, 250VDC, 100A (IR), Surface Mount",Time Lag Blow,20A,250V,250V,100A,Surface Mount,Automotive
A1715,"Voltguard Electric Fuse, Resettable, 15A, 400VAC, 250VDC, 35A (IR), Through Hole",Resettable,15A,400V,250V,35A,Through Hole,Power Supply
A1716,"CircuitSafe Electric Fuse, HRC, 30A, 250VAC, 48VDC, 50A (IR), Through Hole",HRC,30A,250V,48V,50A,Through Hole,Consumer Electronics
A1717,"Indicators PN Electric Fuse, Resettable, 0.5A, 250VAC, 150VDC, 10000A (IR), Through Hole",Resettable,0.5A,250V,150V,10000A,Through Hole,Automotive
A1718,"Voltguard Electric Fuse, Slow Blow, 1.5A, 300VAC, 24VDC, 1500A (IR), Surface Mount",Slow Blow,1.5A,300V,24V,1500A,Surface Mount,Industrial
A1719,"Indicators PN Electric Fuse, Slow Blow, 10A, 32VAC, 150VDC, 200A (IR), Blade",Slow Blow,10A,32V,150V,200A,Blade,Automotive
A1720,"ProtecTech Electric Fuse, Time Lag Blow, 7A, 250VAC, 48VDC, 50A (IR), Panel Mount",Time Lag Blow,7A,250V,48V,50A,Panel Mount,Consumer Electronics
A1721,"Indicators PN Electric Fuse, Resettable, 10A, 400VAC, 150VDC, 35A (IR), Blade",Resettable,10A,400V,150V,35A,Blade,Industrial
A1722,"ProtecTech Electric Fuse, Fast Blow, 1.5A, 400VAC, 250VDC, 50A (IR), Through Hole",Fast Blow,1.5A,400V,250V,50A,Through Hole,Power Supply
A1723,"AmpShield Electric Fuse, Fast Blow, 10A, 250VAC, 60VDC, 100A (IR), Surface Mount",Fast Blow,10A,250V,60V,100A,Surface Mount,Power Supply
A1724,"AmpShield Electric Fuse, Time Lag Blow, 25A, 125VAC, 125VDC, 200A (IR), Surface Mount",Time Lag Blow,25A,125V,125V,200A,Surface Mount,Telecom
A1725,"AmpShield Electric Fuse, PTC, 1.5A, 32VAC, 60VDC, 200A (IR), Surface Mount",PTC,1.5A,32V,60V,200A,Surface Mount,Power Supply
A1726,"Indicators PN Electric Fuse, Slow Blow, 20A, 125VAC, 24VDC, 10000A (IR), Panel Mount",Slow Blow,20A,125V,24V,10000A,Panel Mount,Telecom
A1727,"Voltguard Electric Fuse, Time Lag Blow, 1.5A, 250VAC, 250VDC, 200A (IR), Cartridge",Time Lag Blow,1.5A,250V,250V,200A,Cartridge,Automotive
A1728,"ProtecTech Electric Fuse, Time Lag Blow, 15A, 300VAC, 48VDC, 100A (IR), Panel Mount",Time Lag Blow,15A,300V,48V,100A,Panel Mount,Telecom
A1729,"AmpShield Electric Fuse, Slow Blow, 1.5A, 400VAC, 48VDC, 100A (IR), Panel Mount",Slow Blow,1.5A,400V,48V,100A,Panel Mount,Consumer Electronics
A1730,"AmpShield Electric Fuse, Resettable, 1.5A, 125VAC, 250VDC, 100A (IR), Blade",Resettable,1.5A,125V,250V,100A,Blade,Automotive
A1731,"ProtecTech Electric Fuse, PTC, 10A, 300VAC, 250VDC, 50A (IR), Panel Mount",PTC,10A,300V,250V,50A,Panel Mount,Power Supply
A1732,"ProtecTech Electric Fuse, Time Lag Blow, 1.5A, 400VAC, 60VDC, 1500A (IR), Panel Mount",Time Lag Blow,1.5A,400V,60V,1500A,Panel Mount,Consumer Electronics
A1733,"Indicators PN Electric Fuse, HRC, 7A, 32VAC, 24VDC, 35A (IR), Through Hole",HRC,7A,32V,24V,35A,Through Hole,Industrial
A1734,"Voltguard Electric Fuse, Resettable, 1A, 250VAC, 250VDC, 200A (IR), Cartridge",Resettable,1A,250V,250V,200A,Cartridge,Industrial
A1735,"ProtecTech Electric Fuse, Slow Blow, 1.5A, 400VAC, 125VDC, 200A (IR), Surface Mount",Slow Blow,1.5A,400V,125V,200A,Surface Mount,Automotive
A1736,"ProtecTech Electric Fuse, Time Lag Blow, 1A, 32VAC, 250VDC, 35A (IR), Blade",Time Lag Blow,1A,32V,250V,35A,Blade,Consumer Electronics
A1737,"Voltguard Electric Fuse, Resettable, 0.5A, 63VAC, 60VDC, 35A (IR), Blade",Resettable,0.5A,63V,60V,35A,Blade,Telecom
A1738,"AmpShield Electric Fuse, Resettable, 20A, 300VAC, 48VDC, 50A (IR), Cartridge",Resettable,20A,300V,48V,50A,Cartridge,Telecom
A1739,"ProtecTech Electric Fuse, Resettable, 3A, 63VAC, 48VDC, 10000A (IR), Through Hole",Resettable,3A,63V,48V,10000A,Through Hole,Telecom
A1740,"Indicators PN Electric Fuse, Fast Blow, 1A, 300VAC, 24VDC, 10000A (IR), Surface Mount",Fast Blow,1A,300V,24V,10000A,Surface Mount,Industrial
A1741,"CircuitSafe Electric Fuse, Fast Blow, 0.5A, 125VAC, 125VDC, 1500A (IR), Panel Mount",Fast Blow,0.5A,125V,125V,1500A,Panel Mount,Automotive
A1742,"Voltguard Electric Fuse, Fast Blow, 25A, 400VAC, 250VDC, 10000A (IR), Panel Mount",Fast Blow,25A,400V,250V,10000A,Panel Mount,Telecom
A1743,"ProtecTech Electric Fuse, Fast Blow, 20A, 250VAC, 150VDC, 100A (IR), Cartridge",Fast Blow,20A,250V,150V,100A,Cartridge,Power Supply
A1744,"ProtecTech Electric Fuse, Fast Blow, 1A, 250VAC, 125VDC, 10000A (IR), Blade",Fast Blow,1A,250V,125V,10000A,Blade,Automotive
A1745,"Voltguard Electric Fuse, Slow Blow, 1.5A, 300VAC, 60VDC, 35A (IR), Surface Mount",Slow Blow,1.5A,300V,60V,35A,Surface Mount,Telecom
A1746,"CircuitSafe Electric Fuse, Slow Blow, 20A, 300VAC, 60VDC, 35A (IR), Through Hole",Slow Blow,20A,300V,60V,35A,Through Hole,Consumer Electronics
A1747,"ProtecTech Electric Fuse, PTC, 30A, 125VAC, 24VDC, 50A (IR), Cartridge",PTC,30A,125V,24V,50A,Cartridge,Automotive
A1748,"ProtecTech Electric Fuse, HRC, 2A, 300VAC, 150VDC, 1500A (IR), Cartridge",HRC,2A,300V,150V,1500A,Cartridge,Telecom
A1749,"Indicators PN Electric Fuse, Slow Blow, 15A, 400VAC, 24VDC, 1500A (IR), Blade",Slow Blow,15A,400V,24V,1500A,Blade,Consumer Electronics
A1750,"Voltguard Electric Fuse, Slow Blow, 5A, 250VAC, 60VDC, 50A (IR), Cartridge",Slow Blow,5A,250V,60V,50A,Cartridge,Automotive
A1751,"AmpShield Electric Fuse, Fast Blow, 15A, 400VAC, 60VDC, 10000A (IR), Surface Mount",Fast Blow,15A,400V,60V,10000A,Surface Mount,Industrial
A1752,"AmpShield Electric Fuse, Slow Blow, 20A, 300VAC, 250VDC, 35A (IR), Cartridge",Slow Blow,20A,300V,250V,35A,Cartridge,Automotive
A1753,"CircuitSafe Electric Fuse, HRC, 30A, 300VAC, 24VDC, 1500A (IR), Blade",HRC,30A,300V,24V,1500A,Blade,Industrial
A1754,"CircuitSafe Electric Fuse, Resettable, 0.5A, 32VAC, 24VDC, 200A (IR), Panel Mount",Resettable,0.5A,32V,24V,200A,Panel Mount,Industrial
A1755,"Voltguard Electric Fuse, PTC, 10A, 125VAC, 48VDC, 35A (IR), Surface Mount",PTC,10A,125V,48V,35A,Surface Mount,Automotive
A1756,"AmpShield Electric Fuse, HRC, 20A, 250VAC, 250VDC, 10000A (IR), Surface Mount",HRC,20A,250V,250V,10000A,Surface Mount,Power Supply
A1757,"ProtecTech Electric Fuse, Slow Blow, 7A, 250VAC, 250VDC, 50A (IR), Blade",Slow Blow,7A,250V,250V,50A,Blade,Telecom
A1758,"Voltguard Electric Fuse, Fast Blow, 1A, 250VAC, 24VDC, 1500A (IR), Cartridge",Fast Blow,1A,250V,24V,1500A,Cartridge,Consumer Electronics
A1759,"Indicators PN Electric Fuse, Time Lag Blow, 7A, 32VAC, 48VDC, 50A (IR), Surface Mount",Time Lag Blow,7A,32V,48V,50A,Surface Mount,Power Supply
A1760,"Voltguard Electric Fuse, Fast Blow, 7A, 400VAC, 150VDC, 1500A (IR), Surface Mount",Fast Blow,7A,400V,150V,1500A,Surface Mount,Automotive
A1761,"Indicators PN Electric Fuse, Slow Blow, 1A, 32VAC, 48VDC, 200A (IR), Through Hole",Slow Blow,1A,32V,48V,200A,Through Hole,Consumer Electronics
A1762,"ProtecTech Electric Fuse, Time Lag Blow, 5A, 300VAC, 250VDC, 50A (IR), Cartridge",Time Lag Blow,5A,300V,250V,50A,Cartridge,Industrial
A1763,"CircuitSafe Electric Fuse, PTC, 10A, 400VAC, 24VDC, 10000A (IR), Surface Mount",PTC,10A,400V,24V,10000A,Surface Mount,Automotive
A1764,"AmpShield Electric Fuse, HRC, 2A, 250VAC, 250VDC, 10000A (IR), Cartridge",HRC,2A,250V,250V,10000A,Cartridge,Industrial
A1765,"CircuitSafe Electric Fuse, Resettable, 3A, 125VAC, 150VDC, 100A (IR), Through Hole",Resettable,3A,125V,150V,100A,Through Hole,Power Supply
A1766,"AmpShield Electric Fuse, Time Lag Blow, 30A, 300VAC, 150VDC, 35A (IR), Surface Mount",Time Lag Blow,30A,300V,150V,35A,Surface Mount,Consumer Electronics
A1767,"ProtecTech Electric Fuse, Resettable, 20A, 250VAC, 60VDC, 35A (IR), Through Hole",Resettable,20A,250V,60V,35A,Through Hole,Industrial
A1768,"Voltguard Electric Fuse, Fast Blow, 3A, 400VAC, 150VDC, 50A (IR), Surface Mount",Fast Blow,3A,400V,150V,50A,Surface Mount,Consumer Electronics
A1769,"Indicators PN Electric Fuse, Slow Blow, 2A, 400VAC, 125VDC, 10000A (IR), Blade",Slow Blow,2A,400V,125V,10000A,Blade,Automotive
A1770,"Indicators PN Electric Fuse, PTC, 0.5A, 125VAC, 60VDC, 1500A (IR), Blade",PTC,0.5A,125V,60V,1500A,Blade,Consumer Electronics
A1771,"AmpShield Electric Fuse, Slow Blow, 3A, 300VAC, 125VDC, 200A (IR), Surface Mount",Slow Blow,3A,300V,125V,200A,Surface Mount,Telecom
A1772,"ProtecTech Electric Fuse, PTC, 0.5A, 63VAC, 48VDC, 200A (IR), Through Hole",PTC,0.5A,63V,48V,200A,Through Hole,Telecom
A1773,"ProtecTech Electric Fuse, Slow Blow, 25A, 125VAC, 24VDC, 1500A (IR), Cartridge",Slow Blow,25A,125V,24V,1500A,Cartridge,Automotive
A1774,"AmpShield Electric Fuse, Time Lag Blow, 3A, 300VAC, 48VDC, 35A (IR), Cartridge",Time Lag Blow,3A,300V,48V,35A,Cartridge,Power Supply
A1775,"CircuitSafe Electric Fuse, PTC, 30A, 400VAC, 24VDC, 35A (IR), Panel Mount",PTC,30A,400V,24V,35A,Panel Mount,Telecom
A1776,"CircuitSafe Electric Fuse, HRC, 10A, 250VAC, 150VDC, 10000A (IR), Panel Mount",HRC,10A,250V,150V,10000A,Panel Mount,Power Supply
A1777,"CircuitSafe Electric Fuse, Fast Blow, 7A, 250VAC, 250VDC, 50A (IR), Through Hole",Fast Blow,7A,250V,250V,50A,Through Hole,Automotive
A1778,"ProtecTech Electric Fuse, Resettable, 3A, 32VAC, 48VDC, 1500A (IR), Cartridge",Resettable,3A,32V,48V,1500A,Cartridge,Consumer Electronics
A1779,"ProtecTech Electric Fuse, PTC, 0.5A, 300VAC, 60VDC, 100A (IR), Cartridge",PTC,0.5A,300V,60V,100A,Cartridge,Consumer Electronics
A1780,"Voltguard Electric Fuse, Slow Blow, 1A, 125VAC, 150VDC, 10000A (IR), Cartridge",Slow Blow,1A,125V,150V,10000A,Cartridge,Consumer Electronics
A1781,"CircuitSafe Electric Fuse, PTC, 10A, 32VAC, 125VDC, 35A (IR), Blade",PTC,10A,32V,125V,35A,Blade,Automotive
A1782,"Indicators PN Electric Fuse, PTC, 25A, 300VAC, 48VDC, 200A (IR), Surface Mount",PTC,25A,300V,48V,200A,Surface Mount,Power Supply
A1783,"CircuitSafe Electric Fuse, Time Lag Blow, 20A, 300VAC, 60VDC, 35A (IR), Blade",Time Lag Blow,20A,300V,60V,35A,Blade,Industrial
A1784,"ProtecTech Electric Fuse, Time Lag Blow, 3A, 250VAC, 48VDC, 50A (IR), Through Hole",Time Lag Blow,3A,250V,48V,50A,Through Hole,Industrial
A1785,"ProtecTech Electric Fuse, Resettable, 0.5A, 63VAC, 24VDC, 10000A (IR), Surface Mount",Resettable,0.5A,63V,24V,10000A,Surface Mount,Industrial
A1786,"CircuitSafe Electric Fuse, PTC, 20A, 125VAC, 24VDC, 1500A (IR), Through Hole",PTC,20A,125V,24V,1500A,Through Hole,Automotive
A1787,"Voltguard Electric Fuse, Time Lag Blow, 0.5A, 400VAC, 60VDC, 1500A (IR), Surface Mount",Time Lag Blow,0.5A,400V,60V,1500A,Surface Mount,Power Supply
A1788,"Indicators PN Electric Fuse, Time Lag Blow, 1A, 32VAC, 150VDC, 200A (IR), Surface Mount",Time Lag Blow,1A,32V,150V,200A,Surface Mount,Power Supply
A1789,"AmpShield Electric Fuse, Fast Blow, 2A, 125VAC, 150VDC, 100A (IR), Blade",Fast Blow,2A,125V,150V,100A,Blade,Automotive
A1790,"AmpShield Electric Fuse, Time Lag Blow, 1.5A, 32VAC, 60VDC, 1500A (IR), Cartridge",Time Lag Blow,1.5A,32V,60V,1500A,Cartridge,Consumer Electronics
A1791,"CircuitSafe Electric Fuse, Resettable, 5A, 250VAC, 60VDC, 1500A (IR), Surface Mount",Resettable,5A,250V,60V,1500A,Surface Mount,Industrial
A1792,"Voltguard Electric Fuse, Slow Blow, 3A, 63VAC, 150VDC, 35A (IR), Surface Mount",Slow Blow,3A,63V,150V,35A,Surface Mount,Power Supply
A1793,"Voltguard Electric Fuse, Time Lag Blow, 15A, 400VAC, 250VDC, 1500A (IR), Panel Mount",Time Lag Blow,15A,400V,250V,1500A,Panel Mount,Consumer Electronics
A1794,"Indicators PN Electric Fuse, PTC, 20A, 32VAC, 250VDC, 10000A (IR), Through Hole",PTC,20A,32V,250V,10000A,Through Hole,Telecom
A1795,"ProtecTech Electric Fuse, Slow Blow, 2A, 300VAC, 150VDC, 1500A (IR), Panel Mount",Slow Blow,2A,300V,150V,1500A,Panel Mount,Telecom
A1796,"ProtecTech Electric Fuse, Resettable, 1A, 300VAC, 24VDC, 1500A (IR), Blade",Resettable,1A,300V,24V,1500A,Blade,Power Supply
A1797,"CircuitSafe Electric Fuse, PTC, 5A, 125VAC, 48VDC, 1500A (IR), Cartridge",PTC,5A,125V,48V,1500A,Cartridge,Industrial
A1798,"AmpShield Electric Fuse, Fast Blow, 5A, 63VAC, 125VDC, 100A (IR), Surface Mount",Fast Blow,5A,63V,125V,100A,Surface Mount,Industrial
A1799,"Indicators PN Electric Fuse, Resettable, 7A, 125VAC, 24VDC, 100A (IR), Panel Mount",Resettable,7A,125V,24V,100A,Panel Mount,Power Supply
A1800,"Voltguard Electric Fuse, Time Lag Blow, 25A, 250VAC, 150VDC, 50A (IR), Blade",Time Lag Blow,25A,250V,150V,50A,Blade,Telecom
A1801,"ProtecTech Electric Fuse, HRC, 1.5A, 300VAC, 48VDC, 200A (IR), Panel Mount",HRC,1.5A,300V,48V,200A,Panel Mount,Industrial
A1802,"AmpShield Electric Fuse, Time Lag Blow, 3A, 125VAC, 60VDC, 35A (IR), Surface Mount",Time Lag Blow,3A,125V,60V,35A,Surface Mount,Telecom
A1803,"AmpShield Electric Fuse, HRC, 1.5A, 300VAC, 125VDC, 10000A (IR), Through Hole",HRC,1.5A,300V,125V,10000A,Through Hole,Industrial
A1804,"Indicators PN Electric Fuse, Slow Blow, 1.5A, 32VAC, 125VDC, 100A (IR), Panel Mount",Slow Blow,1.5A,32V,125V,100A,Panel Mount,Telecom
A1805,"Voltguard Electric Fuse, Fast Blow, 0.5A, 250VAC, 24VDC, 10000A (IR), Through Hole",Fast Blow,0.5A,250V,24V,10000A,Through Hole,Automotive
A1806,"ProtecTech Electric Fuse, HRC, 15A, 250VAC, 125VDC, 100A (IR), Through Hole",HRC,15A,250V,125V,100A,Through Hole,Telecom
A1807,"ProtecTech Electric Fuse, Fast Blow, 30A, 125VAC, 24VDC, 100A (IR), Cartridge",Fast Blow,30A,125V,24V,100A,Cartridge,Power Supply
A1808,"AmpShield Electric Fuse, HRC, 1A, 400VAC, 24VDC, 35A (IR), Cartridge",HRC,1A,400V,24V,35A,Cartridge,Telecom
A1809,"Voltguard Electric Fuse, Resettable, 10A, 400VAC, 125VDC, 100A (IR), Blade",Resettable,10A,400V,125V,100A,Blade,Industrial
A1810,"ProtecTech Electric Fuse, Resettable, 20A, 300VAC, 24VDC, 50A (IR), Surface Mount",Resettable,20A,300V,24V,50A,Surface Mount,Power Supply
A1811,"Voltguard Electric Fuse, Time Lag Blow, 25A, 400VAC, 125VDC, 200A (IR), Cartridge",Time Lag Blow,25A,400V,125V,200A,Cartridge,Telecom
A1812,"AmpShield Electric Fuse, HRC, 30A, 300VAC, 60VDC, 35A (IR), Through Hole",HRC,30A,300V,60V,35A,Through Hole,Consumer Electronics
A1813,"AmpShield Electric Fuse, Time Lag Blow, 0.5A, 300VAC, 150VDC, 1500A (IR), Panel Mount",Time Lag Blow,0.5A,300V,150V,1500A,Panel Mount,Power Supply
A1814,"Voltguard Electric Fuse, Time Lag Blow, 5A, 250VAC, 60VDC, 50A (IR), Through Hole",Time Lag Blow,5A,250V,60V,50A,Through Hole,Automotive
A1815,"CircuitSafe Electric Fuse, PTC, 15A, 125VAC, 150VDC, 1500A (IR), Cartridge",PTC,15A,125V,150V,1500A,Cartridge,Automotive
A1816,"Voltguard Electric Fuse, Time Lag Blow, 1.5A, 32VAC, 60VDC, 100A (IR), Blade",Time Lag Blow,1.5A,32V,60V,100A,Blade,Telecom
A1817,"Voltguard Electric Fuse, Fast Blow, 3A, 125VAC, 150VDC, 35A (IR), Through Hole",Fast Blow,3A,125V,150V,35A,Through Hole,Consumer Electronics
A1818,"Indicators PN Electric Fuse, Slow Blow, 2A, 300VAC, 150VDC, 50A (IR), Surface Mount",Slow Blow,2A,300V,150V,50A,Surface Mount,Power Supply
A1819,"Voltguard Electric Fuse, HRC, 15A, 63VAC, 24VDC, 200A (IR), Surface Mount",HRC,15A,63V,24V,200A,Surface Mount,Consumer Electronics
A1820,"AmpShield Electric Fuse, Time Lag Blow, 20A, 250VAC, 250VDC, 200A (IR), Panel Mount",Time Lag Blow,20A,250V,250V,200A,Panel Mount,Industrial
A1821,"AmpShield Electric Fuse, Time Lag Blow, 1A, 400VAC, 250VDC, 35A (IR), Blade",Time Lag Blow,1A,400V,250V,35A,Blade,Telecom
A1822,"Indicators PN Electric Fuse, Time Lag Blow, 1A, 63VAC, 60VDC, 10000A (IR), Surface Mount",Time Lag Blow,1A,63V,60V,10000A,Surface Mount,Consumer Electronics
A1823,"CircuitSafe Electric Fuse, Resettable, 2A, 400VAC, 24VDC, 100A (IR), Through Hole",Resettable,2A,400V,24V,100A,Through Hole,Power Supply
A1824,"Indicators PN Electric Fuse, Time Lag Blow, 10A, 400VAC, 250VDC, 1500A (IR), Surface Mount",Time Lag Blow,10A,400V,250V,1500A,Surface Mount,Consumer Electronics
A1825,"Indicators PN Electric Fuse, PTC, 1A, 400VAC, 150VDC, 100A (IR), Through Hole",PTC,1A,400V,150V,100A,Through Hole,Power Supply
A1826,"Voltguard Electric Fuse, Resettable, 25A, 32VAC, 48VDC, 50A (IR), Panel Mount",Resettable,25A,32V,48V,50A,Panel Mount,Telecom
A1827,"AmpShield Electric Fuse, Resettable, 2A, 125VAC, 125VDC, 50A (IR), Blade",Resettable,2A,125V,125V,50A,Blade,Industrial
A1828,"Indicators PN Electric Fuse, Time Lag Blow, 1.5A, 63VAC, 250VDC, 35A (IR), Panel Mount",Time Lag Blow,1.5A,63V,250V,35A,Panel Mount,Industrial
A1829,"Indicators PN Electric Fuse, PTC, 1A, 250VAC, 150VDC, 1500A (IR), Through Hole",PTC,1A,250V,150V,1500A,Through Hole,Industrial
A1830,"CircuitSafe Electric Fuse, PTC, 30A, 125VAC, 150VDC, 200A (IR), Panel Mount",PTC,30A,125V,150V,200A,Panel Mount,Industrial
A1831,"AmpShield Electric Fuse, PTC, 15A, 400VAC, 48VDC, 100A (IR), Through Hole",PTC,15A,400V,48V,100A,Through Hole,Consumer Electronics
A1832,"CircuitSafe Electric Fuse, PTC, 25A, 250VAC, 150VDC, 100A (IR), Panel Mount",PTC,25A,250V,150V,100A,Panel Mount,Telecom
A1833,"Voltguard Electric Fuse, Slow Blow, 2A, 32VAC, 60VDC, 200A (IR), Blade",Slow Blow,2A,32V,60V,200A,Blade,Consumer Electronics
A1834,"CircuitSafe Electric Fuse, Resettable, 7A, 32VAC, 48VDC, 200A (IR), Cartridge",Resettable,7A,32V,48V,200A,Cartridge,Automotive
A1835,"AmpShield Electric Fuse, Resettable, 7A, 400VAC, 48VDC, 200A (IR), Blade",Resettable,7A,400V,48V,200A,Blade,Power Supply
A1836,"AmpShield Electric Fuse, Resettable, 2A, 32VAC, 60VDC, 100A (IR), Panel Mount",Resettable,2A,32V,60V,100A,Panel Mount,Industrial
A1837,"AmpShield Electric Fuse, Slow Blow, 15A, 125VAC, 60VDC, 10000A (IR), Cartridge",Slow Blow,15A,125V,60V,10000A,Cartridge,Telecom
A1838,"Voltguard Electric Fuse, PTC, 7A, 250VAC, 60VDC, 35A (IR), Cartridge",PTC,7A,250V,60V,35A,Cartridge,Telecom
A1839,"ProtecTech Electric Fuse, Time Lag Blow, 25A, 32VAC, 60VDC, 200A (IR), Blade",Time Lag Blow,25A,32V,60V,200A,Blade,Industrial
A1840,"CircuitSafe Electric Fuse, Fast Blow, 15A, 63VAC, 250VDC, 35A (IR), Panel Mount",Fast Blow,15A,63V,250V,35A,Panel Mount,Power Supply
A1841,"Indicators PN Electric Fuse, Fast Blow, 20A, 300VAC, 24VDC, 10000A (IR), Surface Mount",Fast Blow,20A,300V,24V,10000A,Surface Mount,Telecom
A1842,"Voltguard Electric Fuse, Resettable, 5A, 125VAC, 150VDC, 35A (IR), Surface Mount",Resettable,5A,125V,150V,35A,Surface Mount,Power Supply
A1843,"CircuitSafe Electric Fuse, Time Lag Blow, 15A, 63VAC, 48VDC, 1500A (IR), Blade",Time Lag Blow,15A,63V,48V,1500A,Blade,Industrial
A1844,"Indicators PN Electric Fuse, Fast Blow, 5A, 125VAC, 125VDC, 50A (IR), Panel Mount",Fast Blow,5A,125V,125V,50A,Panel Mount,Industrial
A1845,"Indicators PN Electric Fuse, Slow Blow, 0.5A, 300VAC, 24VDC, 1500A (IR), Blade",Slow Blow,0.5A,300V,24V,1500A,Blade,Telecom
A1846,"CircuitSafe Electric Fuse, Fast Blow, 3A, 125VAC, 24VDC, 50A (IR), Through Hole",Fast Blow,3A,125V,24V,50A,Through Hole,Automotive
A1847,"Indicators PN Electric Fuse, Resettable, 1A, 250VAC, 250VDC, 200A (IR), Through Hole",Resettable,1A,250V,250V,200A,Through Hole,Consumer Electronics
A1848,"Indicators PN Electric Fuse, Slow Blow, 1A, 300VAC, 250VDC, 10000A (IR), Blade",Slow Blow,1A,300V,250V,10000A,Blade,Automotive
A1849,"Voltguard Electric Fuse, Resettable, 15A, 300VAC, 48VDC, 35A (IR), Panel Mount",Resettable,15A,300V,48V,35A,Panel Mount,Telecom
A1850,"CircuitSafe Electric Fuse, HRC, 3A, 125VAC, 125VDC, 1500A (IR), Surface Mount",HRC,3A,125V,125V,1500A,Surface Mount,Consumer Electronics
A1851,"AmpShield Electric Fuse, PTC, 2A, 32VAC, 60VDC, 10000A (IR), Panel Mount",PTC,2A,32V,60V,10000A,Panel Mount,Telecom
